id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_distance_km,speed_kmph,pickup_hour,pickup_dayofweek
id1969532,1,2016-05-12 13:50:22,2016-05-12 14:04:37,1,-73.97509002685547,40.75000381469727,-73.97509002685547,40.75000381469727,N,855,0.0,0.0,13,Thursday
id3428616,1,2016-01-02 15:56:55,2016-01-02 16:00:10,2,-73.79402923583984,40.65670776367188,-73.79402923583984,40.65670776367188,N,195,0.0,0.0,15,Saturday
id0174222,2,2016-04-15 00:53:44,2016-04-15 00:58:28,1,-73.96798706054686,40.76866149902344,-73.96798706054686,40.76866149902344,N,284,0.0,0.0,0,Friday
id2445062,1,2016-03-17 17:36:00,2016-03-17 17:36:16,2,-73.83422088623048,40.766109466552734,-73.83422088623048,40.766109466552734,N,16,0.0,0.0,17,Thursday
id0995203,2,2016-05-15 18:31:33,2016-05-15 18:31:59,5,-73.79120635986328,40.666481018066406,-73.8009033203125,40.669818878173835,N,26,0.898128737715576,124.35628676061822,18,Sunday
id1154577,2,2016-05-14 14:28:05,2016-05-14 14:39:52,1,-73.98773956298828,40.74895095825195,-73.98773956298828,40.74895095825195,N,707,0.0,0.0,14,Saturday
id3468323,1,2016-06-27 18:37:21,2016-06-27 18:43:16,1,-73.88119506835938,40.88294219970703,-73.96514129638672,40.76248550415039,N,355,15.14263127947899,153.5590777637306,18,Monday
id1865600,1,2016-06-07 08:36:01,2016-06-07 08:46:39,1,-73.95691680908203,40.76840972900391,-73.95691680908203,40.76840972900391,N,638,0.0,0.0,8,Tuesday
id0406857,2,2016-02-25 22:50:25,2016-02-25 22:53:54,1,-73.96691131591797,40.763530731201165,-73.96691131591797,40.763530731201165,N,209,0.0,0.0,22,Thursday
id0283445,2,2016-05-07 14:39:44,2016-05-07 14:49:41,1,-73.99371337890625,40.75234222412109,-73.99371337890625,40.75234222412109,N,597,0.0,0.0,14,Saturday
id0417947,2,2016-05-26 16:59:33,2016-05-26 17:04:40,2,-73.8719024658203,40.771881103515625,-73.8719024658203,40.771881103515625,N,307,0.0,0.0,16,Thursday
id0811505,1,2016-03-25 15:17:22,2016-03-25 16:21:44,1,-73.99102783203125,40.74208831787109,-73.99102783203125,40.74208831787109,N,3862,0.0,0.0,15,Friday
id0410215,2,2016-05-17 23:44:17,2016-05-17 23:50:11,2,-73.81607818603516,40.70193862915039,-73.81607818603516,40.70193862915039,N,354,0.0,0.0,23,Tuesday
id3005850,2,2016-01-28 22:31:09,2016-01-28 22:40:39,1,-73.82611083984375,40.6949462890625,-73.82611083984375,40.6949462890625,N,570,0.0,0.0,22,Thursday
id0523805,1,2016-06-15 16:32:40,2016-06-15 16:32:43,1,-73.93612670898438,40.75672149658203,-73.93612670898438,40.75672149658203,N,3,0.0,0.0,16,Wednesday
id2681026,2,2016-04-14 00:20:28,2016-04-14 00:31:50,4,-74.01016998291014,40.70368957519531,-74.01016998291014,40.70368957519531,N,682,0.0,0.0,0,Thursday
id1436954,2,2016-04-25 13:18:57,2016-04-25 13:26:13,1,-73.96653747558594,40.78409194946289,-73.96653747558594,40.78409194946289,N,436,0.0,0.0,13,Monday
id1824340,2,2016-01-21 11:09:05,2016-01-21 11:14:31,2,-73.94839477539062,40.78239440917969,-73.94839477539062,40.78239440917969,N,326,0.0,0.0,11,Thursday
id1148385,2,2016-05-26 07:39:27,2016-05-26 07:39:46,1,-73.9852523803711,40.754348754882805,-73.9852523803711,40.754348754882805,N,19,0.0,0.0,7,Thursday
id2299824,2,2016-05-04 13:54:32,2016-05-04 14:00:21,2,-73.9363784790039,40.74382019042969,-73.9363784790039,40.74382019042969,N,349,0.0,0.0,13,Wednesday
id1154921,2,2016-01-29 17:54:30,2016-01-29 18:01:03,5,-73.99177551269531,40.744422912597656,-73.99177551269531,40.744422912597656,N,393,0.0,0.0,17,Friday
id3674350,2,2016-01-10 00:21:51,2016-01-10 00:32:26,1,-73.98835754394531,40.745960235595696,-73.98835754394531,40.745960235595696,N,635,0.0,0.0,0,Sunday
id2090650,2,2016-05-31 16:16:53,2016-05-31 16:22:40,1,-74.01454162597656,40.872859954833984,-74.01454162597656,40.872859954833984,N,347,0.0,0.0,16,Tuesday
id0960620,2,2016-05-04 03:49:35,2016-05-04 03:56:40,1,-73.97637939453125,40.731689453125,-73.97637939453125,40.731689453125,N,425,0.0,0.0,3,Wednesday
id2090814,1,2016-05-20 13:38:07,2016-05-20 13:41:42,1,-73.98500061035155,40.73981475830078,-73.98500061035155,40.73981475830078,N,215,0.0,0.0,13,Friday
id3979412,1,2016-04-30 04:19:58,2016-04-30 04:20:05,1,-73.9569091796875,40.71358108520508,-73.9569091796875,40.71358108520508,N,7,0.0,0.0,4,Saturday
id3330882,2,2016-04-02 08:47:43,2016-04-02 08:50:23,1,-74.07343292236328,40.615421295166016,-74.07343292236328,40.615421295166016,N,160,0.0,0.0,8,Saturday
id1083894,1,2016-04-10 20:21:31,2016-04-10 20:22:39,2,-73.98102569580078,40.781646728515625,-73.98102569580078,40.781646728515625,Y,68,0.0,0.0,20,Sunday
id3223120,1,2016-06-14 16:10:07,2016-06-14 16:10:33,1,-73.97735595703125,40.76454925537109,-73.97735595703125,40.76454925537109,N,26,0.0,0.0,16,Tuesday
id3956852,2,2016-05-09 16:24:37,2016-05-09 16:36:15,2,-73.97602844238281,40.75543594360352,-73.97602844238281,40.75543594360352,N,698,0.0,0.0,16,Monday
id3059620,1,2016-01-06 21:53:23,2016-01-06 21:53:58,1,-74.03189086914062,40.72677993774414,-74.03189086914062,40.72677993774414,N,35,0.0,0.0,21,Wednesday
id1075331,2,2016-06-10 07:09:36,2016-06-10 07:10:22,1,-73.86309814453125,40.76968002319336,-73.86309814453125,40.76968002319336,N,46,0.0,0.0,7,Friday
id0895884,2,2016-03-12 13:30:17,2016-03-12 13:32:52,1,-73.97516632080078,40.76517868041992,-73.97516632080078,40.76517868041992,N,155,0.0,0.0,13,Saturday
id1678167,2,2016-06-18 00:58:59,2016-06-18 01:24:06,1,-73.98516845703125,40.766159057617195,-73.98516845703125,40.766159057617195,N,1507,0.0,0.0,0,Saturday
id3165609,2,2016-05-24 22:06:35,2016-05-24 22:14:09,1,-73.99176788330078,40.76445007324219,-73.99176788330078,40.76445007324219,N,454,0.0,0.0,22,Tuesday
id2025902,1,2016-06-24 17:10:07,2016-06-24 17:16:30,1,-73.98101043701173,40.750503540039055,-73.98101043701173,40.750503540039055,N,383,0.0,0.0,17,Friday
id0206782,1,2016-04-20 20:16:11,2016-04-20 20:16:39,1,-73.94137573242188,40.83347702026367,-73.94137573242188,40.83347702026367,N,28,0.0,0.0,20,Wednesday
id2426061,2,2016-06-11 16:26:13,2016-06-11 16:32:30,1,-73.95419311523438,40.76622009277344,-73.95419311523438,40.76622009277344,N,377,0.0,0.0,16,Saturday
id2632335,2,2016-06-01 19:50:54,2016-06-01 20:05:18,1,-73.96829986572266,40.768421173095696,-73.96829986572266,40.768421173095696,N,864,0.0,0.0,19,Wednesday
id0738225,1,2016-02-06 00:49:56,2016-02-06 00:50:24,1,-73.98925018310547,40.7404670715332,-73.98925018310547,40.7404670715332,N,28,0.0,0.0,0,Saturday
id0718306,2,2016-03-29 08:33:55,2016-03-29 08:38:38,1,-73.97978210449217,40.74546051025391,-73.97978210449217,40.74546051025391,N,283,0.0,0.0,8,Tuesday
id0020077,1,2016-02-22 10:56:37,2016-02-22 11:12:17,1,-73.99122619628906,40.74676132202149,-73.99122619628906,40.74676132202149,N,940,0.0,0.0,10,Monday
id2410009,1,2016-01-01 04:35:32,2016-01-01 04:36:12,2,-74.20825958251953,40.831401824951165,-74.20825958251953,40.831401824951165,N,40,0.0,0.0,4,Friday
id0184282,2,2016-03-18 10:36:47,2016-03-18 10:36:51,1,-73.77632904052734,40.645538330078125,-73.77632904052734,40.645538330078125,N,4,0.0,0.0,10,Friday
id3193338,1,2016-04-03 14:01:19,2016-04-03 14:01:26,1,-73.77645111083984,40.646278381347656,-73.77645111083984,40.646278381347656,N,7,0.0,0.0,14,Sunday
id3243658,1,2016-04-11 15:51:25,2016-04-11 15:57:23,1,-73.99327087402342,40.75675964355469,-73.99327087402342,40.75675964355469,N,358,0.0,0.0,15,Monday
id0690150,1,2016-02-22 15:48:26,2016-02-22 16:05:10,1,-73.97225952148438,40.75432968139648,-73.97225952148438,40.75432968139648,Y,1004,0.0,0.0,15,Monday
id3878546,2,2016-05-18 09:03:43,2016-05-18 09:35:39,5,-73.8221664428711,40.684616088867195,-73.8221664428711,40.684616088867195,N,1916,0.0,0.0,9,Wednesday
id3984616,1,2016-06-17 12:07:31,2016-06-17 12:08:17,2,-73.94141387939453,40.80868148803711,-73.94141387939453,40.80868148803711,N,46,0.0,0.0,12,Friday
id1957624,2,2016-03-27 16:28:42,2016-03-27 16:32:25,1,-74.06990814208984,40.739051818847656,-74.15791320800781,40.712528228759766,N,223,7.980950584795248,128.84045787113405,16,Sunday
id3187085,2,2016-06-05 10:35:31,2016-06-05 10:57:32,6,-73.9658203125,40.59987258911133,-73.9658203125,40.59987258911133,N,1321,0.0,0.0,10,Sunday
id0998953,1,2016-05-23 00:16:15,2016-05-23 00:16:24,1,-73.87516021728516,40.76434326171875,-73.87516021728516,40.76434326171875,N,9,0.0,0.0,0,Monday
id0896645,2,2016-04-20 11:36:56,2016-04-20 11:43:19,1,-73.99771881103516,40.74125289916992,-73.99771881103516,40.74125289916992,N,383,0.0,0.0,11,Wednesday
id0135333,2,2016-06-16 23:41:49,2016-06-16 23:51:25,1,-73.98448944091797,40.73532104492188,-73.98448944091797,40.73532104492188,N,576,0.0,0.0,23,Thursday
id1320966,2,2016-01-05 12:41:11,2016-01-05 12:50:37,1,-74.00019073486328,40.73971176147461,-74.00019073486328,40.73971176147461,N,566,0.0,0.0,12,Tuesday
id3383170,1,2016-05-13 13:17:38,2016-05-13 13:18:08,1,-73.92951202392578,40.81230926513672,-73.92951202392578,40.81230926513672,N,30,0.0,0.0,13,Friday
id1220932,2,2016-04-13 15:24:35,2016-04-13 15:58:27,1,-73.81324005126953,40.69726943969727,-73.81324005126953,40.69726943969727,N,2032,0.0,0.0,15,Wednesday
id1631033,2,2016-02-27 14:23:17,2016-02-27 15:00:44,2,-74.10523223876953,40.68138885498047,-74.10523223876953,40.68138885498047,N,2247,0.0,0.0,14,Saturday
id2513832,2,2016-01-14 20:48:27,2016-01-14 20:59:51,2,-73.79335021972656,40.65687561035156,-73.79335021972656,40.65687561035156,N,684,0.0,0.0,20,Thursday
id2540791,1,2016-01-10 02:32:51,2016-01-10 02:42:31,1,-73.95466613769531,40.82100296020508,-73.95466613769531,40.82100296020508,N,580,0.0,0.0,2,Sunday
id2765371,2,2016-02-11 12:57:22,2016-02-11 12:57:31,6,-73.96205139160156,40.77379989624024,-73.96205139160156,40.77379989624024,N,9,0.0,0.0,12,Thursday
id2884907,1,2016-02-17 19:56:57,2016-02-17 19:58:22,1,-73.99561309814453,40.76828384399414,-73.99561309814453,40.76828384399414,N,85,0.0,0.0,19,Wednesday
id1769257,1,2016-03-20 15:28:27,2016-03-20 15:28:45,1,-73.95237731933594,40.72728729248047,-73.95237731933594,40.72728729248047,N,18,0.0,0.0,15,Sunday
id3587936,2,2016-06-05 19:05:48,2016-06-05 19:06:15,1,-73.95628356933594,40.8022689819336,-73.95628356933594,40.8022689819336,N,27,0.0,0.0,19,Sunday
id3518317,1,2016-06-05 21:51:56,2016-06-05 21:52:03,1,-73.9747314453125,40.73277282714844,-73.9747314453125,40.73277282714844,N,7,0.0,0.0,21,Sunday
id2660325,1,2016-05-11 10:00:35,2016-05-11 10:01:31,1,-73.99879455566406,40.87562942504882,-73.99879455566406,40.87562942504882,N,56,0.0,0.0,10,Wednesday
id3978404,2,2016-02-11 10:02:25,2016-02-11 10:11:52,1,-73.9637680053711,40.76148223876953,-73.9637680053711,40.76148223876953,N,567,0.0,0.0,10,Thursday
id1038053,1,2016-02-20 17:19:35,2016-02-20 17:29:20,4,-73.9543685913086,40.74163055419922,-73.9543685913086,40.74163055419922,N,585,0.0,0.0,17,Saturday
id0974754,1,2016-02-14 20:42:14,2016-02-14 21:02:35,1,-73.94435119628906,40.75187301635742,-73.94435119628906,40.75187301635742,N,1221,0.0,0.0,20,Sunday
id2183140,1,2016-03-23 22:59:22,2016-03-23 23:00:12,1,-73.97298431396483,40.75505828857422,-73.97298431396483,40.75505828857422,N,50,0.0,0.0,22,Wednesday
id1551256,2,2016-05-11 19:04:07,2016-05-11 19:16:02,1,-73.97529602050781,40.7469596862793,-73.97529602050781,40.7469596862793,N,715,0.0,0.0,19,Wednesday
id3311098,1,2016-01-09 07:49:54,2016-01-09 08:07:12,2,-73.87068176269531,40.773601531982415,-73.87068176269531,40.773601531982415,N,1038,0.0,0.0,7,Saturday
id1629558,2,2016-05-22 02:17:12,2016-05-22 02:17:20,2,-73.95509338378906,40.94266128540039,-73.95509338378906,40.94266128540039,N,8,0.0,0.0,2,Sunday
id2458003,2,2016-05-10 08:24:29,2016-05-10 08:30:26,1,-73.94486236572266,40.783248901367195,-73.94486236572266,40.783248901367195,N,357,0.0,0.0,8,Tuesday
id1906274,1,2016-06-05 15:28:36,2016-06-05 16:17:53,1,-73.96427154541014,40.76234817504882,-73.96427154541014,40.76234817504882,N,2957,0.0,0.0,15,Sunday
id1056945,2,2016-06-15 10:48:14,2016-06-15 11:02:15,1,-73.96112060546875,40.771820068359375,-73.96112060546875,40.771820068359375,N,841,0.0,0.0,10,Wednesday
id3060550,2,2016-03-10 18:32:37,2016-03-10 18:38:51,4,-73.99739837646483,40.670040130615234,-73.99739837646483,40.670040130615234,N,374,0.0,0.0,18,Thursday
id0350765,2,2016-03-15 16:27:36,2016-03-15 16:53:33,1,-74.06365966796875,40.602081298828125,-74.06365966796875,40.602081298828125,N,1557,0.0,0.0,16,Tuesday
id3929242,2,2016-02-18 14:31:54,2016-02-18 14:33:46,1,-73.99945068359375,40.70821380615234,-73.99945068359375,40.70821380615234,N,112,0.0,0.0,14,Thursday
id3353807,2,2016-01-13 22:08:47,2016-01-13 22:25:56,1,-73.94705200195312,40.718360900878906,-73.94705200195312,40.718360900878906,N,1029,0.0,0.0,22,Wednesday
id1323906,1,2016-04-04 06:54:58,2016-04-04 06:55:00,2,-73.9632797241211,40.76432037353516,-73.9632797241211,40.76432037353516,N,2,0.0,0.0,6,Monday
id0123256,2,2016-02-02 12:26:37,2016-02-02 12:31:51,1,-73.97557067871092,40.7919807434082,-73.97557067871092,40.7919807434082,N,314,0.0,0.0,12,Tuesday
id0339400,2,2016-04-18 13:12:47,2016-04-18 13:26:51,2,-74.0125503540039,40.71875381469727,-74.0125503540039,40.71875381469727,N,844,0.0,0.0,13,Monday
id1060981,2,2016-01-13 08:01:53,2016-01-13 08:07:32,1,-73.97510528564453,40.75249862670898,-73.97510528564453,40.75249862670898,N,339,0.0,0.0,8,Wednesday
id0554263,2,2016-01-28 17:20:20,2016-01-28 17:31:29,1,-73.9267578125,40.73036956787109,-73.9267578125,40.73036956787109,N,669,0.0,0.0,17,Thursday
id2628142,2,2016-02-08 07:34:16,2016-02-08 07:36:43,1,-73.99236297607422,40.7017707824707,-73.99236297607422,40.7017707824707,N,147,0.0,0.0,7,Monday
id2881694,2,2016-01-28 13:45:25,2016-01-28 13:55:05,1,-73.9267578125,40.73036956787109,-73.9267578125,40.73036956787109,N,580,0.0,0.0,13,Thursday
id2081113,1,2016-06-13 13:18:05,2016-06-13 13:33:04,1,-74.0057601928711,40.7087287902832,-74.0057601928711,40.7087287902832,N,899,0.0,0.0,13,Monday
id1591203,2,2016-03-13 04:31:44,2016-03-13 04:37:33,3,-73.99295806884764,40.75303649902344,-73.99295806884764,40.75303649902344,N,349,0.0,0.0,4,Sunday
id2608983,2,2016-06-17 21:23:17,2016-06-17 21:39:28,6,-73.98568725585938,40.72285842895508,-73.98568725585938,40.72285842895508,N,971,0.0,0.0,21,Friday
id0320347,2,2016-06-10 00:24:26,2016-06-10 00:51:30,6,-73.79390716552734,40.65677261352539,-73.79390716552734,40.65677261352539,N,1624,0.0,0.0,0,Friday
id1654765,1,2016-06-22 22:38:48,2016-06-22 22:39:14,1,-73.944580078125,40.75185775756836,-73.944580078125,40.75185775756836,N,26,0.0,0.0,22,Wednesday
id1485508,2,2016-05-15 22:11:14,2016-05-15 22:14:12,1,-73.97769927978516,40.75691986083984,-73.97769927978516,40.75691986083984,N,178,0.0,0.0,22,Sunday
id2712830,2,2016-06-02 08:49:03,2016-06-02 09:02:37,1,-73.95084381103516,40.77894973754882,-73.95084381103516,40.77894973754882,N,814,0.0,0.0,8,Thursday
id3601355,1,2016-04-21 21:33:41,2016-04-21 21:33:54,1,-74.0014419555664,40.72631454467773,-74.0014419555664,40.72631454467773,N,13,0.0,0.0,21,Thursday
id2218346,2,2016-06-12 17:23:49,2016-06-12 17:24:07,1,-73.78644561767578,40.65224838256836,-73.78644561767578,40.65224838256836,N,18,0.0,0.0,17,Sunday
id3233623,2,2016-04-09 13:43:41,2016-04-09 13:53:18,5,-73.94930267333984,40.78813934326172,-73.94930267333984,40.78813934326172,N,577,0.0,0.0,13,Saturday
id2633941,1,2016-05-24 20:06:31,2016-05-24 20:11:19,1,-73.96710968017578,40.7823486328125,-73.96710968017578,40.7823486328125,N,288,0.0,0.0,20,Tuesday
id0949760,1,2016-03-20 11:48:14,2016-03-20 11:48:30,4,-73.98342132568358,40.72993087768555,-73.98342132568358,40.72993087768555,N,16,0.0,0.0,11,Sunday
id2385775,2,2016-04-15 19:48:21,2016-04-15 19:59:35,4,-74.0048828125,40.71193313598633,-74.0048828125,40.71193313598633,N,674,0.0,0.0,19,Friday
id3773641,2,2016-05-13 11:08:23,2016-05-13 11:09:54,6,-73.98603820800781,40.777381896972656,-73.98603820800781,40.777381896972656,N,91,0.0,0.0,11,Friday
id0830946,2,2016-01-31 01:16:46,2016-01-31 01:18:35,2,-73.96837615966798,40.70742034912109,-73.96837615966798,40.70742034912109,N,109,0.0,0.0,1,Sunday
id3108390,1,2016-01-12 14:02:29,2016-01-12 14:02:31,1,-73.97533416748048,40.758148193359375,-73.97533416748048,40.758148193359375,N,2,0.0,0.0,14,Tuesday
id3730080,2,2016-02-02 09:07:39,2016-02-02 09:28:35,1,-73.95944213867188,40.76198959350586,-73.95944213867188,40.76198959350586,N,1256,0.0,0.0,9,Tuesday
id2071220,2,2016-02-05 08:53:31,2016-02-05 09:08:29,5,-73.98313140869139,40.74616622924805,-73.98313140869139,40.74616622924805,N,898,0.0,0.0,8,Friday
id0084868,2,2016-02-11 18:06:54,2016-02-11 18:12:17,1,-73.96975708007811,40.753021240234375,-73.96975708007811,40.753021240234375,N,323,0.0,0.0,18,Thursday
id2005181,2,2016-06-02 09:23:35,2016-06-02 09:49:57,1,-73.83262634277342,40.8066520690918,-73.83262634277342,40.8066520690918,N,1582,0.0,0.0,9,Thursday
id0725851,2,2016-06-13 23:10:32,2016-06-13 23:24:56,1,-73.96575927734375,40.80559921264648,-73.96575927734375,40.80559921264648,N,864,0.0,0.0,23,Monday
id1289052,1,2016-06-24 15:49:32,2016-06-24 16:27:10,4,-73.9861602783203,40.753055572509766,-73.9861602783203,40.753055572509766,N,2258,0.0,0.0,15,Friday
id2700498,2,2016-01-18 18:19:50,2016-01-18 18:20:06,1,-74.3935546875,40.78560256958008,-74.39851379394531,40.78182220458984,N,16,0.5924794413825755,133.30787431107947,18,Monday
id2705643,1,2016-02-05 05:54:48,2016-02-05 06:03:43,1,-73.95951843261719,40.76382064819336,-73.95951843261719,40.76382064819336,N,535,0.0,0.0,5,Friday
id2883133,1,2016-05-29 08:22:03,2016-05-29 08:24:19,1,-73.93630981445312,40.796722412109375,-73.93630981445312,40.796722412109375,N,136,0.0,0.0,8,Sunday
